-2.0211	-7.4957	0.11208	-8.2119	3.0031	-8.5468
0.24736	7.2582	0.20169	6.6761	0.36591	6.3161
3.2976	-7.6069	5.662	-7.8601	8.0673	-6.7674
0.84018	5.3966	1.2139	4.9074	1.5186	4.4961
-1.7283	5.6112	-1.42	4.6105	-0.92468	4.0286
-2.0441	5.2068	-1.885	4.2468	-1.1713	3.6156
-0.5394	-6.4302	1.4957	-6.7501	4.0814	-7.0644
-0.85153	5.6265	-0.61505	4.869	-0.09993	4.2303
-1.4419	7.5894	-1.5983	6.9098	-1.4573	6.1378
0.49835	-5.3176	2.2584	-5.5335	4.7971	-5.3291
2.5462	5.0961	2.4564	4.7971	2.8982	4.8523
-0.84561	-6.6244	1.3887	-7.1709	3.9414	-7.2248
-0.54283	7.2269	-0.91068	6.662	-0.51845	5.9198
-3.785	-5.8378	-1.5895	-6.9421	0.78085	-7.3746
-4.8863	5.6976	-4.7633	4.239	-3.8327	3.0173
-2.1538	-6.0442	-0.090682	-6.8185	2.473	-7.1033
-1.7407	-5.6312	0.078523	-6.2815	2.524	-6.5807
1.6319	-6.4849	3.4715	-6.7861	6.0497	-6.3936
4.5838	-7.6108	6.757	-7.4809	9.3422	-6.43
4.3832	6.9338	4.1549	7.0489	4.2651	7.1947
-0.36418	-5.2689	1.4913	-5.6534	3.8756	-5.9724
-2.7265	-6.216	-0.59164	-7.0373	2.1259	-7.3778
2.5866	-5.1847	4.2667	-5.2329	6.6769	-4.6016
2.4286	6.5591	2.3257	6.3662	2.8075	6.1673
2.3661	6.4466	2.3665	6.1906	2.5927	5.9951
2.5223	8.0438	2.2597	7.8626	2.2181	7.7223
-3.8762	7.3263	-4.039	6.2511	-3.7844	4.8552
2.0215	-6.418	3.8082	-6.6505	6.4337	-6.1765
-0.35239	-7.6916	1.901	-8.0895	4.6731	-8.0353
-3.0725	5.3907	-2.8151	4.3886	-1.9883	3.4811
-3.8628	-6.1897	-1.8719	-7.0982	0.64889	-7.929
3.3512	7.7029	2.8981	7.5657	2.8016	7.6921
-3.3023	-7.7814	-0.99374	-8.6527	1.8151	-9.0985
-3.3443	-7.2113	-1.2385	-7.963	1.6483	-8.4816
1.73	6.8222	1.5805	6.4857	2.0264	6.3629
3.9785	-6.0193	5.6636	-5.8949	8.2304	-5.1676
0.22826	7.8238	0.079241	7.1538	0.11401	6.8636
2.0169	-5.3937	3.8919	-5.5161	6.0891	-5.1449
-3.4676	-7.2055	-1.1155	-8.1632	1.5487	-8.7196
4.5425	-6.9364	6.6918	-6.6323	9.105	-5.8433
0.33777	-7.4582	2.578	-7.9227	5.2769	-7.5993
1.9254	-6.0795	3.6598	-6.33	6.3582	-5.9734
-4.6338	-7.1937	-2.5997	-8.4395	0.34012	-9.0021
3.1538	7.4799	2.8814	7.3638	2.9177	7.3909
2.4092	6.0212	2.5418	5.7074	2.8843	5.9568
-3.8949	6.6347	-3.6986	5.4552	-3.4627	4.1889
0.24226	7.7771	-0.079901	7.7001	0.17517	6.8303
-1.7644	6.4367	-1.6887	6.1003	-1.3325	4.9924
0.57203	-6.1455	2.4024	-6.2416	4.8687	-6.2244
-0.95665	-6.8798	1.0045	-7.3613	3.8199	-7.4017
-0.80042	6.0261	-0.72036	5.2592	-0.21732	4.7751
-3.3227	7.2047	-3.2666	6.128	-2.8416	5.105
-2.5332	-6.238	-0.46076	-7.1033	2.1487	-7.4106
-4.7765	-6.5363	-2.5534	-7.5992	0.042732	-8.3363
4.2054	-7.141	6.3476	-6.7908	8.8158	-6.0997
1.6531	-7.8633	3.7468	-8.0705	6.3897	-7.6646
4.4468	-5.9129	6.2338	-5.7635	8.4168	-5.1084
-3.4171	7.7327	-3.491	6.3112	-3.1945	5.2827
4.2897	-7.19	6.3038	-6.9691	8.8099	-6.2566
3.0722	7.8678	2.7212	7.8292	2.8591	7.616
0.80283	5.0441	0.91294	4.6926	1.6161	4.3768
-0.45354	-6.0882	1.2857	-6.5734	3.8412	-6.7551
-2.3282	-6.9925	-0.2684	-7.7219	2.3983	-8.2041
2.5387	5.6865	2.7438	5.7193	3.0891	5.4912
-2.6344	-5.7143	-0.81722	-6.691	2.005	-7.1838
-4.3406	-7.0659	-2.2797	-8.2256	0.68841	-8.896
2.636	-6.9251	4.6942	-6.9092	7.194	-6.243
1.7443	-6.7273	3.7067	-7.1037	6.1679	-6.5806
2.1554	-6.8921	4.1883	-7.1783	6.8671	-6.6401
1.3878	-5.0457	3.2504	-5.3859	5.5152	-5.2129
-0.65013	6.1163	-0.75711	5.4196	-0.1574	4.8771
-1.0725	-6.5574	0.86157	-6.9673	3.4257	-7.1047
3.4071	-5.7735	4.9778	-5.6341	7.3456	-4.984
-1.8524	7.2263	-2.04	6.1907	-1.6397	5.4753
3.1962	-7.533	5.2133	-7.6775	8.0245	-6.8746
3.0332	5.845	2.8137	5.7332	3.2525	5.8459
3.7683	-7.1538	5.5581	-7.1391	8.1363	-6.2847
0.083687	5.515	0.11119	4.961	0.73123	4.4079
1.2855	7.524	1.1014	7.2861	1.3987	6.9406
4.5812	5.3475	4.5791	5.521	5.0103	6.0303
-0.67915	6.7484	-0.71972	6.201	-0.35092	5.489
-4.4245	6.0798	-4.3014	4.9209	-3.7309	3.592
3.692	-7.3396	5.8138	-7.3826	8.261	-6.5043
1.4459	-6.4742	3.2276	-6.729	5.8774	-6.4166
-1.3199	-6.4195	0.68077	-7.0924	3.2372	-7.2343
4.9676	7.6445	4.5723	7.8617	4.5392	8.0917
-2.6751	-6.092	-0.81168	-6.8554	1.6648	-7.2817
1.4956	-6.3428	3.3652	-6.471	5.9763	-6.1305
1.1094	-7.8711	3.2403	-8.0681	6.096	-7.8217
-0.95517	5.0011	-1.0348	4.3593	-0.24844	3.7755
-3.564	7.935	-3.8246	6.7958	-3.6286	5.4909
-4.7757	-5.4841	-2.8859	-6.9447	-0.34533	-7.6346
-0.83388	-7.0113	1.2094	-7.6437	4.0832	-7.727
-3.0945	6.9008	-3.3633	5.7901	-2.729	4.5319
2.3781	7.0758	2.1818	6.7326	2.2844	6.6449
-1.1051	-6.1209	0.8512	-6.6815	3.3448	-7.0378
3.4205	6.847	3.5004	6.9464	3.3958	7.0824
2.357	-7.4582	4.432	-7.5555	7.1186	-6.9181
0.65332	5.0795	0.90616	4.5203	1.5341	4.1086
-3.0864	5.3195	-3.0551	4.1371	-2.2197	3.0908
